exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs10076449	-0.0231155778894472	0.0271356783919598	0.394296323068415
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs11503907	0.0306435137895812	0.0275791624106231	0.266520525805011
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs1411300	0.08207343412527	0.0280777537796976	0.00346590880224405
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs17197658	-0.073394495412844	0.0316004077471967	0.0202016914731079
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs1800734	0.00191204588910134	0.0277246653919694	0.945017067376838
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs2031552	-0.0135478408128705	0.0304826418289585	0.65672128656377
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs2735940	0.0081383519837233	0.0274669379450661	0.767003814165864
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs28840750	0.0129802699896158	0.0311526479750779	0.676922239021379
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs3217810	-0.0201634877384196	0.0212534059945504	0.342764082783861
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs34073963	0.00836635843240863	0.0286217525319243	0.770051377919423
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs597808	-0.0749464668094219	0.0278372591006424	0.00709594454353091
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs6077250	0.0396039603960396	0.0277227722772277	0.153127451019669
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs6983549	-0.00906735751295337	0.0181347150259067	0.617075077451974
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs79207432	0.00152671755725191	0.0251908396946565	0.95167294673366
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs983318	-0.0842911877394636	0.0277777777777778	0.00240948527267908
colon_female	whr_female.txt	colon_female	BibrVw	263148	rs990930	-0.0653206650831354	0.0320665083135392	0.0416463306220434
colon_female	whr_female.txt	colon_female	BibrVw	263148	All - Inverse variance weighted	-0.0100044268247722	0.0105888553298325	0.344757312029678
colon_female	whr_female.txt	colon_female	BibrVw	263148	All - MR Egger	0.00713504805449734	0.0433238875729696	0.871541554778765
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs10076449	0.0281407035175879	0.0261306532663317	0.281514632510023
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs11503907	0.024514811031665	0.0275791624106231	0.374062797490883
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs1411300	-0.0226781857451404	0.0269978401727862	0.400908386520899
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs17197658	0.073394495412844	0.0316004077471967	0.0202016914731079
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs1800734	0.0267686424474187	0.0267686424474187	0.317310507862914
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs2031552	-0.0948348856900931	0.0296359017781541	0.0013742758758317
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs2735940	0.0122075279755849	0.0264496439471007	0.644412333769812
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs28840750	0.00259605399792316	0.0306334371754933	0.932463513418651
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs3217810	-0.00653950953678474	0.020708446866485	0.752162308378054
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs34073963	-0.0211360634081902	0.0286217525319243	0.460234031031258
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs597808	0.0899357601713062	0.0278372591006424	0.00123457572464113
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs6077250	-0.0227722772277228	0.0267326732673267	0.394296323068415
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs6983549	-0.00323834196891192	0.0174870466321244	0.853083788631931
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs79207432	-0.0450381679389313	0.0251908396946565	0.0737955658801398
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs983318	0.00670498084291188	0.0268199233716475	0.802587348634153
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	rs990930	-0.0273159144893112	0.0308788598574822	0.37636410621678
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	All - Inverse variance weighted	0.000323854629681706	0.00997582259446144	0.974102062699438
colon_female	bmi_female.txt	colon_female	nLpBFB	262817	All - MR Egger	-0.0439099738876255	0.0393642213099031	0.283426829831691
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs10076449	-0.0186385737439222	0.0218800648298217	0.394296323068415
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs11255841	0.0345334313005143	0.0213078618662748	0.105084213336519
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs17011146	0.034380557202134	0.01778304682869	0.0531951480420193
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs3087967	0.0166799046862589	0.0206513105639396	0.419267732920394
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs34706092	0.0261744966442953	0.0221476510067114	0.237277851868278
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs4307773	0.0354131534569983	0.0202360876897133	0.0801183137276342
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs6983267	0.0248275862068966	0.0158620689655172	0.117531945029355
distal_female	whr_female.txt	distal_female	BibrVw	263148	rs79207432	0.00140449438202247	0.0231741573033708	0.95167294673366
distal_female	whr_female.txt	distal_female	BibrVw	263148	All - Inverse variance weighted	0.0211820703741896	0.00705073244260622	0.00266247949268762
distal_female	whr_female.txt	distal_female	BibrVw	263148	All - MR Egger	0.0730689767194322	0.0642696474762608	0.298932754549006
distal_female	bmi_female.txt	distal_female	nLpBFB	262817	rs10076449	0.0226904376012966	0.0210696920583468	0.281514632510023
distal_female	bmi_female.txt	distal_female	nLpBFB	262817	rs11255841	0.0374724467303453	0.020573108008817	0.0685417353279967
distal_female	bmi_female.txt	distal_female	nLpBFB	262817	rs17011146	-0.0652045050385299	0.017190278601067	0.000148776139096564
distal_female	bmi_female.txt	distal_female	nLpBFB	262817	rs3087967	-0.0142970611596505	0.0198570293884035	0.471524995558502
distal_female	bmi_female.txt	distal_female	nLpBFB	262817	rs34706092	0.000671140939597316	0.0221476510067114	0.97582537985171
distal_female	bmi_female.txt	distal_female	nLpBFB	262817	rs4307773	0.0185497470489039	0.0193929173693086	0.338808706669851
