sequence_id	direction_group	outcome	group
10014_31	negative	whr	Male
10023_32	positive	whr	Male
10036_201	positive	whr	Male
10041_3	positive	whr	Male
10046_55	positive	whr	Male
10047_12	negative	whr	Male
10048_7	positive	whr	Male
10056_5	positive	whr	Male
10073_22	positive	whr	Male
10082_251	positive	whr	Male
10339_48	positive	whr	Male
10346_5	negative	whr	Male
10363_13	negative	whr	Male
10366_11	negative	whr	Male
10372_18	negative	whr	Male
10390_21	positive	whr	Male
10391_1	positive	whr	Male
10418_36	negative	whr	Male
10419_1	positive	whr	Male
10428_1	negative	whr	Male
10430_31	negative	whr	Male
10435_2	negative	whr	Male
10438_19	negative	whr	Male
10442_1	negative	whr	Male
10455_196	positive	whr	Male
10511_10	negative	whr	Male
10512_13	positive	whr	Male
10514_5	negative	whr	Male
10527_22	positive	whr	Male
10530_8	negative	whr	Male
10546_2	negative	whr	Male
10552_88	positive	whr	Male
10558_26	negative	whr	Male
10572_65	negative	whr	Male
10575_31	negative	whr	Male
10584_7	negative	whr	Male
10603_1	positive	whr	Male
10606_34	negative	whr	Male
10608_9	positive	whr	Male
10612_18	positive	whr	Male
10613_33	positive	whr	Male
10615_18	positive	whr	Male
10620_21	positive	whr	Male
10627_87	positive	whr	Male
10630_5	positive	whr	Male
10647_18	negative	whr	Male
10666_7	negative	whr	Male
10672_75	negative	whr	Male
10677_9	positive	whr	Male
10693_43	positive	whr	Male
10703_203	negative	whr	Male
10708_3	positive	whr	Male
10714_7	negative	whr	Male
10716_35	negative	whr	Male
10731_10	positive	whr	Male
10734_339	positive	whr	Male
10752_8	positive	whr	Male
10754_113	positive	whr	Male
10758_2	positive	whr	Male
10762_2	positive	whr	Male
10815_2	negative	whr	Male
10825_12	negative	whr	Male
10833_64	positive	whr	Male
10842_7	positive	whr	Male
10851_77	positive	whr	Male
10866_60	negative	whr	Male
10880_38	negative	whr	Male
10885_36	negative	whr	Male
10903_50	negative	whr	Male
10907_116	positive	whr	Male
10908_2	positive	whr	Male
10916_44	negative	whr	Male
10924_258	positive	whr	Male
10933_107	negative	whr	Male
10938_13	negative	whr	Male
10953_14	negative	whr	Male
10974_20	negative	whr	Male
10990_21	positive	whr	Male
11096_57	negative	whr	Male
11116_16	positive	whr	Male
11120_49	negative	whr	Male
11128_29	negative	whr	Male
11134_30	negative	whr	Male
11140_56	negative	whr	Male
11142_11	negative	whr	Male
11145_72	negative	whr	Male
11161_5	positive	whr	Male
11187_11	negative	whr	Male
11192_168	negative	whr	Male
11196_31	negative	whr	Male
11202_70	positive	whr	Male
11208_15	negative	whr	Male
11211_7	negative	whr	Male
11214_40	negative	whr	Male
11215_6	positive	whr	Male
11219_95	negative	whr	Male
11239_49	positive	whr	Male
11248_43	positive	whr	Male
11258_41	positive	whr	Male
11260_47	negative	whr	Male
11262_39	positive	whr	Male
11264_33	negative	whr	Male
11266_8	negative	whr	Male
11275_94	positive	whr	Male
11278_4	positive	whr	Male
11286_78	positive	whr	Male
11287_14	positive	whr	Male
11288_26	negative	whr	Male
11293_14	negative	whr	Male
11300_32	positive	whr	Male
11303_7	positive	whr	Male
11308_8	positive	whr	Male
11311_79	negative	whr	Male
11320_29	negative	whr	Male
11325_8	positive	whr	Male
11330_15	positive	whr	Male
11348_132	positive	whr	Male
11355_10	positive	whr	Male
11358_15	positive	whr	Male
11369_23	positive	whr	Male
11377_19	negative	whr	Male
11387_3	positive	whr	Male
11390_24	negative	whr	Male
11391_69	positive	whr	Male
11401_181	negative	whr	Male
11405_150	negative	whr	Male
11416_23	positive	whr	Male
11421_10	negative	whr	Male
11431_235	positive	whr	Male
11440_58	negative	whr	Male
11448_34	negative	whr	Male
11454_87	negative	whr	Male
11457_53	positive	whr	Male
11468_15	negative	whr	Male
11514_196	positive	whr	Male
11530_37	positive	whr	Male
11534_6	positive	whr	Male
11537_12	positive	whr	Male
11542_11	positive	whr	Male
11549_6	negative	whr	Male
11551_16	positive	whr	Male
11556_19	positive	whr	Male
11570_94	negative	whr	Male
11587_5	positive	whr	Male
11592_1	positive	whr	Male
11601_26	negative	whr	Male
11615_16	negative	whr	Male
11638_42	negative	whr	Male
11643_73	positive	whr	Male
11646_4	negative	whr	Male
11656_110	negative	whr	Male
11659_31	negative	whr	Male
11681_8	negative	whr	Male
11696_7	negative	whr	Male
11709_29	positive	whr	Male
11838_130	positive	whr	Male
11955_1	positive	whr	Male
11969_5	negative	whr	Male
11988_24	negative	whr	Male
12008_3	positive	whr	Male
12033_3	positive	whr	Male
12041_33	positive	whr	Male
12334_25	negative	whr	Male
12338_27	negative	whr	Male
12341_8	negative	whr	Male
12347_29	positive	whr	Male
12361_102	positive	whr	Male
12363_70	positive	whr	Male
12378_71	positive	whr	Male
12381_26	negative	whr	Male
12382_2	positive	whr	Male
12385_4	positive	whr	Male
12386_11	negative	whr	Male
12392_30	positive	whr	Male
12396_19	negative	whr	Male
12399_194	positive	whr	Male
12401_3	negative	whr	Male
12408_333	positive	whr	Male
12417_46	positive	whr	Male
12432_23	negative	whr	Male
12437_18	negative	whr	Male
12442_4	positive	whr	Male
12450_42	negative	whr	Male
12460_18	positive	whr	Male
12471_47	positive	whr	Male
12475_48	positive	whr	Male
12482_5	positive	whr	Male
12486_8	negative	whr	Male
12488_9	positive	whr	Male
12490_92	negative	whr	Male
12498_12	positive	whr	Male
12500_88	positive	whr	Male
12501_10	positive	whr	Male
12509_115	negative	whr	Male
12510_3	positive	whr	Male
12514_16	positive	whr	Male
12515_45	positive	whr	Male
12517_52	positive	whr	Male
12529_32	positive	whr	Male
12530_14	positive	whr	Male
12531_5	positive	whr	Male
12537_88	negative	whr	Male
12540_25	positive	whr	Male
12549_33	positive	whr	Male
12554_10	positive	whr	Male
12558_3	negative	whr	Male
12560_9	negative	whr	Male
12571_14	negative	whr	Male
12572_236	positive	whr	Male
12575_30	negative	whr	Male
12580_7	positive	whr	Male
12585_39	negative	whr	Male
12587_65	positive	whr	Male
12593_33	positive	whr	Male
12605_1	positive	whr	Male
12620_3	positive	whr	Male
12632_14	negative	whr	Male
12633_3	negative	whr	Male
12635_9	positive	whr	Male
12650_43	positive	whr	Male
12651_21	negative	whr	Male
12656_1	positive	whr	Male
12657_2	positive	whr	Male
12663_1	positive	whr	Male
12667_2	positive	whr	Male
12675_14	negative	whr	Male
12676_1	negative	whr	Male
12682_5	negative	whr	Male
12685_57	negative	whr	Male
12687_2	positive	whr	Male
12688_115	positive	whr	Male
12702_13	negative	whr	Male
12704_26	positive	whr	Male
12706_2	negative	whr	Male
12708_91	negative	whr	Male
12709_63	negative	whr	Male
12713_365	positive	whr	Male
12724_81	positive	whr	Male
12732_13	negative	whr	Male
12740_55	positive	whr	Male
12746_4	positive	whr	Male
12760_34	negative	whr	Male
12764_3	negative	whr	Male
12768_3	positive	whr	Male
12783_29	negative	whr	Male
12817_1	positive	whr	Male
12818_159	negative	whr	Male
12820_1	positive	whr	Male
12826_5	positive	whr	Male
12831_21	negative	whr	Male
12851_5	negative	whr	Male
12859_33	negative	whr	Male
12862_14	negative	whr	Male
12881_17	positive	whr	Male
12894_3	positive	whr	Male
12895_28	negative	whr	Male
12934_1	positive	whr	Male
12936_38	positive	whr	Male
12940_35	positive	whr	Male
12954_71	positive	whr	Male
12960_9	negative	whr	Male
12968_2	negative	whr	Male
12993_21	positive	whr	Male
13007_66	positive	whr	Male
13022_20	positive	whr	Male
13044_5	negative	whr	Male
13053_6	positive	whr	Male
13056_18	negative	whr	Male
13066_42	positive	whr	Male
13067_5	positive	whr	Male
13073_14	positive	whr	Male
13088_397	negative	whr	Male
13093_6	negative	whr	Male
13094_75	positive	whr	Male
13098_93	negative	whr	Male
13105_7	negative	whr	Male
13107_9	positive	whr	Male
13109_82	negative	whr	Male
13111_79	negative	whr	Male
13113_7	negative	whr	Male
13114_50	negative	whr	Male
13118_5	negative	whr	Male
13119_26	positive	whr	Male
13123_3	negative	whr	Male
13125_45	positive	whr	Male
13126_52	positive	whr	Male
13132_14	negative	whr	Male
13133_73	positive	whr	Male
13229_20	positive	whr	Male
13231_90	positive	whr	Male
13268_45	positive	whr	Male
13374_4	negative	whr	Male
13388_57	negative	whr	Male
13397_88	negative	whr	Male
13399_33	positive	whr	Male
13427_66	negative	whr	Male
13429_3	negative	whr	Male
13435_31	negative	whr	Male
13438_115	negative	whr	Male
13450_49	positive	whr	Male
13463_1	negative	whr	Male
13464_8	negative	whr	Male
13472_35	positive	whr	Male
13477_65	negative	whr	Male
13479_8	positive	whr	Male
13482_14	negative	whr	Male
13485_20	positive	whr	Male
13488_3	negative	whr	Male
13491_40	positive	whr	Male
13493_5	positive	whr	Male
13495_48	negative	whr	Male
13498_1	negative	whr	Male
13499_30	positive	whr	Male
13501_10	negative	whr	Male
13518_5	positive	whr	Male
13519_112	negative	whr	Male
13524_25	positive	whr	Male
13534_20	negative	whr	Male
13536_56	positive	whr	Male
13539_131	positive	whr	Male
13548_53	positive	whr	Male
13549_15	negative	whr	Male
13552_7	positive	whr	Male
13565_2	negative	whr	Male
13566_2	negative	whr	Male
13568_30	positive	whr	Male
13570_43	positive	whr	Male
13572_43	negative	whr	Male
13587_10	negative	whr	Male
13589_10	positive	whr	Male
13613_23	positive	whr	Male
13620_10	positive	whr	Male
13621_31	negative	whr	Male
13639_101	positive	whr	Male
13642_90	positive	whr	Male
13650_11	positive	whr	Male
13652_2	positive	whr	Male
13671_40	negative	whr	Male
13676_46	positive	whr	Male
13691_10	positive	whr	Male
13692_154	positive	whr	Male
13700_10	positive	whr	Male
13704_5	negative	whr	Male
13711_10	negative	whr	Male
13717_15	negative	whr	Male
13720_95	negative	whr	Male
13724_27	negative	whr	Male
13729_26	positive	whr	Male
13733_5	negative	whr	Male
13738_8	negative	whr	Male
13744_37	negative	whr	Male
13926_1	positive	whr	Male
13929_27	positive	whr	Male
13930_3	negative	whr	Male
13933_276	positive	whr	Male
13934_3	negative	whr	Male
13946_8	positive	whr	Male
13955_33	positive	whr	Male
13961_18	positive	whr	Male
13973_62	positive	whr	Male
13976_9	positive	whr	Male
13983_27	positive	whr	Male
13986_6	positive	whr	Male
13993_20	positive	whr	Male
14002_18	positive	whr	Male
14006_36	negative	whr	Male
14007_22	positive	whr	Male
14011_17	negative	whr	Male
14012_17	negative	whr	Male
14021_81	positive	whr	Male
14025_18	positive	whr	Male
14029_42	positive	whr	Male
14054_17	positive	whr	Male
14061_48	negative	whr	Male
14066_49	negative	whr	Male
14069_61	negative	whr	Male
14076_74	positive	whr	Male
14082_56	negative	whr	Male
14088_38	negative	whr	Male
14091_42	negative	whr	Male
14094_29	negative	whr	Male
14100_63	positive	whr	Male
14101_2	positive	whr	Male
14116_129	positive	whr	Male
14122_132	positive	whr	Male
14123_34	positive	whr	Male
14131_37	negative	whr	Male
14133_93	positive	whr	Male
14134_49	negative	whr	Male
14151_4	negative	whr	Male
14156_33	negative	whr	Male
14203_3	positive	whr	Male
14246_50	positive	whr	Male
14254_27	negative	whr	Male
14268_4	positive	whr	Male
14273_19	positive	whr	Male
14294_61	negative	whr	Male
14309_8	positive	whr	Male
14318_1	positive	whr	Male
14326_4	positive	whr	Male
14337_1	positive	whr	Male
14341_8	positive	whr	Male
14583_49	positive	whr	Male
14593_152	positive	whr	Male
14599_18	positive	whr	Male
14603_51	positive	whr	Male
14614_41	positive	whr	Male
14619_8	positive	whr	Male
14634_13	negative	whr	Male
14636_25	positive	whr	Male
14670_1	negative	whr	Male
14711_27	negative	whr	Male
14713_46	negative	whr	Male
14747_9	negative	whr	Male
15295_81	negative	whr	Male
15304_1	positive	whr	Male
15305_7	negative	whr	Male
15313_28	negative	whr	Male
15315_64	negative	whr	Male
15316_262	positive	whr	Male
15318_75	positive	whr	Male
15326_64	negative	whr	Male
15331_47	positive	whr	Male
15333_11	positive	whr	Male
15343_337	positive	whr	Male
15361_37	positive	whr	Male
15364_101	negative	whr	Male
15367_38	positive	whr	Male
15370_5	negative	whr	Male
15374_15	negative	whr	Male
15375_49	positive	whr	Male
15376_134	positive	whr	Male
15383_200	negative	whr	Male
15384_15	positive	whr	Male
15385_116	positive	whr	Male
15387_44	negative	whr	Male
15388_24	negative	whr	Male
15391_114	positive	whr	Male
15394_79	positive	whr	Male
15413_3	negative	whr	Male
15414_316	positive	whr	Male
15416_54	negative	whr	Male
15418_25	negative	whr	Male
15426_5	positive	whr	Male
15431_31	negative	whr	Male
15432_1	negative	whr	Male
15437_11	positive	whr	Male
15446_25	negative	whr	Male
15453_3	positive	whr	Male
15455_40	negative	whr	Male
15462_28	positive	whr	Male
15471_29	positive	whr	Male
15472_16	positive	whr	Male
15475_4	negative	whr	Male
15481_45	positive	whr	Male
15483_377	positive	whr	Male
15487_164	positive	whr	Male
15495_9	negative	whr	Male
15503_20	negative	whr	Male
15504_39	positive	whr	Male
15509_2	negative	whr	Male
15511_37	positive	whr	Male
15513_108	negative	whr	Male
15521_4	negative	whr	Male
15522_2	negative	whr	Male
15523_9	negative	whr	Male
15525_294	negative	whr	Male
15530_33	negative	whr	Male
15540_6	positive	whr	Male
15544_25	negative	whr	Male
15545_13	negative	whr	Male
15548_35	positive	whr	Male
15553_22	positive	whr	Male
15559_5	positive	whr	Male
15562_24	positive	whr	Male
15565_102	negative	whr	Male
15570_99	negative	whr	Male
15576_158	positive	whr	Male
15580_2	positive	whr	Male
15583_18	negative	whr	Male
15585_304	negative	whr	Male
15602_43	positive	whr	Male
15604_18	positive	whr	Male
15606_19	positive	whr	Male
15607_56	negative	whr	Male
15613_16	positive	whr	Male
15614_168	positive	whr	Male
15615_8	negative	whr	Male
15620_4	positive	whr	Male
15622_13	positive	whr	Male
15626_223	positive	whr	Male
15634_139	positive	whr	Male
15635_4	negative	whr	Male
15636_49	negative	whr	Male
15644_1	negative	whr	Male
15653_9	positive	whr	Male
15667_39	positive	whr	Male
15669_7	positive	whr	Male
15670_15	negative	whr	Male
15674_3	positive	whr	Male
15678_71	positive	whr	Male
