exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10132280	0.216065551668805	0.0785124737056112	0.0059234308568311
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10182181	0.211373595912154	0.0788094837231107	0.00731652507227453
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs1019612	0.204146810453843	0.0784137201492438	0.00922886314453162
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10197031	0.212550647469823	0.0784055643830397	0.00670982711133626
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10209325	0.217214613618508	0.0779608221636323	0.0053329595831044
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10269783	0.210645964078332	0.0785758087560861	0.00734465765551898
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10738451	0.206938094712085	0.0785429704260309	0.00842087369523386
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10746862	0.205676175166362	0.078481003757255	0.00877461350154357
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10772983	0.213161343794946	0.0783061788462318	0.00648582469570112
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10842240	0.210796431364964	0.0785826198365312	0.00730781729231163
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10850184	0.205482058228908	0.0784765246472005	0.00883460641421568
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10883026	0.21237602058371	0.0785416146612339	0.00685116160482851
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10894670	0.210772455665941	0.0785078153734087	0.0072587953647637
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs10968114	0.208075273300214	0.078580688954062	0.00809890069462603
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11084553	0.205589265773774	0.0785056939830936	0.00882444278767651
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11160119	0.214400247427345	0.0784034895949692	0.00624608040324505
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11165643	0.211406946153067	0.0786163354413225	0.00716456125060231
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11181001	0.209070086952018	0.0785702230100811	0.00779244975358996
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11191356	0.201866167096062	0.0780455002388678	0.0096950832803367
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11581010	0.208852352130895	0.0785861695198614	0.00786940451750865
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11611246	0.203418695445345	0.0784683495146003	0.00953182561504689
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11636536	0.208101350824751	0.0785757961837973	0.00808700807477646
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs1167827	0.204066917475309	0.0785673648788636	0.00939462391630018
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11874191	0.205801617931388	0.0784791532236236	0.00873197875296249
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11915371	0.210412262223334	0.0785986941753056	0.00742745993187498
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs11951673	0.212604208532326	0.0785197836557555	0.00677611393331002
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12034762	0.215502258230646	0.0781495961535831	0.0058234393099388
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12049202	0.209888354611107	0.0786110618144555	0.0075860386932918
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12061406	0.215316477711409	0.078067367002636	0.00581409777229805
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12150665	0.213473679274066	0.0784426234409582	0.00650062406303343
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12251016	0.20375598789936	0.0784408158950321	0.00938843168344286
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12286929	0.211997702316002	0.0785393883344487	0.00694952614662576
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12369179	0.210359323811672	0.0786187336517619	0.00745756898517738
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12429545	0.214403663960365	0.0785490859254385	0.00634208149899531
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12448257	0.212592011256897	0.0783934753423608	0.00669071503674878
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12495178	0.216955753853233	0.0783269808389272	0.00560782318365543
BMI_male	joint_distal_Male_wald_MAC50_1.TBL.annotated.txt	BMI_male	0OlRiQ	NA	rs12566985	0.204425087907793	0.0784776845120837	0.00919059741440116
