exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10002111	0.512	1.336	0.701546616802649
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10033843	-0.885714285714286	1.20714285714286	0.463114645266025
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10050620	0.153846153846154	1.13846153846154	0.892505031135259
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs1006317	-2.0125	1.3125	0.125193745581814
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10099330	0.260504201680672	1.17647058823529	0.82475874772984
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10101364	1.1	1.25833333333333	0.382024491004584
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10132280	0.0420560747663551	0.705607476635514	0.952472108519711
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10145749	-1.01242236024845	1.24223602484472	0.415072310082776
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10168563	0.968253968253968	1.22222222222222	0.428239525810542
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10169594	1.675	1.21666666666667	0.168601205495479
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10182181	0.0214067278287462	0.428134556574924	0.960122388323255
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10185199	-0.573426573426573	1.10489510489511	0.603769568459547
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10197031	-1.99378881987578	0.981366459627329	0.0421895498940562
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10261050	-0.955752212389381	1.23893805309735	0.440452945294225
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10499694	-0.346153846153846	1.06923076923077	0.746134122101393
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10506971	-0.176056338028169	0.992957746478873	0.859268851439556
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10510419	-2.50595238095238	1.16071428571429	0.0308521562474736
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10518694	1.52083333333333	1.40972222222222	0.280668987636716
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10733682	1.60810810810811	0.945945945945946	0.0891309255170861
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10741329	-0.243478260869565	1.29565217391304	0.850939785204773
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10742752	-0.83739837398374	1.15447154471545	0.468236043102557
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs1075901	-1.04237288135593	1.1864406779661	0.379633693005718
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10761785	0.278195488721805	1.05263157894737	0.791559767408699
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10772983	-0.35	1.39	0.801196769531087
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10779751	0.50381679389313	1.19083969465649	0.672239138726747
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10829164	-1.72185430463576	1.32450331125828	0.193600969171221
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10842240	0.364102564102564	1.05641025641026	0.730349846891445
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10858334	-0.263513513513513	1.39864864864865	0.850558555646049
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10909880	2.00740740740741	1.03703703703704	0.0529027038192793
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10920336	2.52475247524752	1.3960396039604	0.0705270626059289
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10920678	-1.22147651006711	0.946308724832215	0.196779925625884
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10929925	0.556338028169014	0.985915492957746	0.572559702108733
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10938397	-0.0186335403726708	0.434782608695652	0.965815412384034
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10942267	-0.972972972972973	1.02027027027027	0.340264693732277
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10962550	-0.575268817204301	0.956989247311828	0.547757668679585
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10968114	1.76106194690266	1.23893805309735	0.155192205233756
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10975933	0.105263157894737	1.28947368421053	0.934938834552087
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs10992867	-2.39506172839506	0.981481481481482	0.0146770369458378
BMI_combined	Stratified_distal_Meta_125K_Results.tsv.annotated.txt	BMI_combined	3t5TCv	NA	rs11030618	-0.827272727272727	1.27272727272727	0.515692221611729
